content,score,at,cleaning,case_folding,normalisasi,Performa_Aplikasi,Pemesanan_Tiket,Operasional_Perjalanan,Layanan_Akun,_key,Sentimen
"saran aja untuk pembelian KA lokal ditambah kuota nya minimal 10 sekali pembelian, karna kalo 4 doang saya kesusahan kalo disuru ibu saya pesen tiket buat rombongan 🙏🙄",4,2026-07-08 10:59:56,saran aja untuk pembelian KA lokal ditambah kuota nya minimal sekali pembelian karna kalo doang saya kesusahan kalo disuru ibu saya pesen tiket buat rombongan,saran aja untuk pembelian ka lokal ditambah kuota nya minimal sekali pembelian karna kalo doang saya kesusahan kalo disuru ibu saya pesen tiket buat rombongan,saran saja untuk pembelian ka lokal ditambah kuota nya minimal sekali pembelian karna kalo doang saya kesusahan kalo disuru ibu saya pesen tiket buat rombongan,0,1,0,0,"saran aja untuk pembelian KA lokal ditambah kuota nya minimal 10 sekali pembelian, karna kalo 4 doang saya kesusahan kalo disuru ibu saya pesen tiket buat rombongan 🙏🙄||saran saja untuk pembelian ka lokal ditambah kuota nya minimal sekali pembelian karna kalo doang saya kesusahan kalo disuru ibu saya pesen tiket buat rombongan",negatif
bagus bagus,5,2026-07-08 10:30:26,bagus bagus,bagus bagus,bagus bagus,0,0,0,0,bagus bagus||bagus bagus,positif
suka eror,1,2026-07-08 09:36:38,suka eror,suka eror,suka eror,1,0,0,0,suka eror||suka eror,negatif
"aplikasi bapuk, sering error. payment g bisa, OTP g masuk",1,2026-07-08 09:32:44,aplikasi bapuk sering error payment g bisa OTP g masuk,aplikasi bapuk sering error payment g bisa otp g masuk,aplikasi bapuk sering error payment g bisa otp g masuk,1,1,0,0,"aplikasi bapuk, sering error. payment g bisa, OTP g masuk||aplikasi bapuk sering error payment g bisa otp g masuk",negatif
mantap,5,2026-07-08 09:02:09,mantap,mantap,mantap,0,0,0,0,mantap||mantap,positif
ok banget,5,2026-07-08 08:35:28,ok banget,ok banget,ok banget,0,0,0,0,ok banget||ok banget,positif
ngk bisa Krn dari Atha,5,2026-07-08 07:13:55,ngk bisa Krn dari Atha,ngk bisa krn dari atha,ngk bisa karena dari atha,1,0,0,0,ngk bisa Krn dari Atha||ngk bisa karena dari atha,negatif
aplikasi tidak kompatibel,3,2026-07-08 06:33:29,aplikasi tidak kompatibel,aplikasi tidak kompatibel,aplikasi tidak kompatibel,0,0,0,0,aplikasi tidak kompatibel||aplikasi tidak kompatibel,negatif
"Access by KAI benar-benar sudah jauh berkembang. Mulai dari pemesanan tiket lokal hingga jarak jauh, bahkan sampai pemesanan transportasi lanjutan (seperti taksi) dan layanan makan, semua ada di sini. UI-nya nyaman dilihat dan sangat user-friendly. Wajib punya buat traveler kereta!",5,2026-07-08 06:27:31,Access by KAI benar benar sudah jauh berkembang Mulai dari pemesanan tiket lokal hingga jarak jauh bahkan sampai pemesanan transportasi lanjutan seperti taksi dan layanan makan semua ada di sini UI nya nyaman dilihat dan sangat user friendly Wajib punya buat traveler kereta,access by kai benar benar sudah jauh berkembang mulai dari pemesanan tiket lokal hingga jarak jauh bahkan sampai pemesanan transportasi lanjutan seperti taksi dan layanan makan semua ada di sini ui nya nyaman dilihat dan sangat user friendly wajib punya buat traveler kereta,access by kai benar benar sudah jauh berkembang mulai dari pemesanan tiket lokal hingga jarak jauh bahkan sampai pemesanan transportasi lanjutan seperti taksi dan layanan makan semua ada di sini ui nya nyaman dilihat dan sangat user friendly wajib punya buat traveler kereta,0,1,1,0,"Access by KAI benar-benar sudah jauh berkembang. Mulai dari pemesanan tiket lokal hingga jarak jauh, bahkan sampai pemesanan transportasi lanjutan (seperti taksi) dan layanan makan, semua ada di sini. UI-nya nyaman dilihat dan sangat user-friendly. Wajib punya buat traveler kereta!||access by kai benar benar sudah jauh berkembang mulai dari pemesanan tiket lokal hingga jarak jauh bahkan sampai pemesanan transportasi lanjutan seperti taksi dan layanan makan semua ada di sini ui nya nyaman dilihat dan sangat user friendly wajib punya buat traveler kereta",positif
"daftar lagi nomor sama ngak bisa , aneh aplikasi ini, pake no lain imelnya harus singkron sama. no yang udah terdaftar, pie seh aplikasi iki",1,2026-07-08 05:59:08,daftar lagi nomor sama ngak bisa aneh aplikasi ini pake no lain imelnya harus singkron sama no yang udah terdaftar pie seh aplikasi iki,daftar lagi nomor sama ngak bisa aneh aplikasi ini pake no lain imelnya harus singkron sama no yang udah terdaftar pie seh aplikasi iki,daftar lagi nomor sama ngak bisa aneh aplikasi ini pake no lain imelnya harus singkron sama no yang sudah terdaftar pie seh aplikasi iki,1,0,0,0,"daftar lagi nomor sama ngak bisa , aneh aplikasi ini, pake no lain imelnya harus singkron sama. no yang udah terdaftar, pie seh aplikasi iki||daftar lagi nomor sama ngak bisa aneh aplikasi ini pake no lain imelnya harus singkron sama no yang sudah terdaftar pie seh aplikasi iki",negatif
gagal trus cannot cannot apaaan lah,1,2026-07-08 05:06:23,gagal trus cannot cannot apaaan lah,gagal trus cannot cannot apaaan lah,gagal trus cannot cannot apaaan lah,1,0,0,0,gagal trus cannot cannot apaaan lah||gagal trus cannot cannot apaaan lah,negatif
uang kembalian dari pembatalan tiket saya sampai sekarang belum di bayar atau di transfer.. kacau nih PT. KAI,3,2026-07-08 04:52:34,uang kembalian dari pembatalan tiket saya sampai sekarang belum di bayar atau di transfer kacau nih PT KAI,uang kembalian dari pembatalan tiket saya sampai sekarang belum di bayar atau di transfer kacau nih pt kai,uang kembalian dari pembatalan tiket saya sampai sekarang belum di bayar atau di transfer kacau nih pt kai,0,1,0,0,uang kembalian dari pembatalan tiket saya sampai sekarang belum di bayar atau di transfer.. kacau nih PT. KAI||uang kembalian dari pembatalan tiket saya sampai sekarang belum di bayar atau di transfer kacau nih pt kai,negatif
"Jadwal krl sering molor, bikin ketinggalan ka bias. Tidak ada pertanggungjawaban malah petugas saling lempar kesalahan. Sudah 2 kali seperti ini terus.",1,2026-07-08 04:45:30,Jadwal krl sering molor bikin ketinggalan ka bias Tidak ada pertanggungjawaban malah petugas saling lempar kesalahan Sudah kali seperti ini terus,jadwal krl sering molor bikin ketinggalan ka bias tidak ada pertanggungjawaban malah petugas saling lempar kesalahan sudah kali seperti ini terus,jadwal krl sering molor bikin ketinggalan ka bias tidak ada pertanggungjawaban malah petugas saling lempar kesalahan sudah kali seperti ini terus,0,0,1,0,"Jadwal krl sering molor, bikin ketinggalan ka bias. Tidak ada pertanggungjawaban malah petugas saling lempar kesalahan. Sudah 2 kali seperti ini terus.||jadwal krl sering molor bikin ketinggalan ka bias tidak ada pertanggungjawaban malah petugas saling lempar kesalahan sudah kali seperti ini terus",negatif
gercep.. pelayanan memuaskan.. pegawainya ramah,5,2026-07-08 03:14:11,gercep pelayanan memuaskan pegawainya ramah,gercep pelayanan memuaskan pegawainya ramah,gercep pelayanan memuaskan pegawainya ramah,0,0,0,0,gercep.. pelayanan memuaskan.. pegawainya ramah||gercep pelayanan memuaskan pegawainya ramah,positif
"jadi gak bisa lihat kursi yang terisi dan penuh, gak kayak fitur sebelum nya",1,2026-07-08 02:38:08,jadi gak bisa lihat kursi yang terisi dan penuh gak kayak fitur sebelum nya,jadi gak bisa lihat kursi yang terisi dan penuh gak kayak fitur sebelum nya,jadi tidak bisa lihat kursi yang terisi dan penuh tidak kayak fitur sebelum nya,1,1,0,0,"jadi gak bisa lihat kursi yang terisi dan penuh, gak kayak fitur sebelum nya||jadi tidak bisa lihat kursi yang terisi dan penuh tidak kayak fitur sebelum nya",negatif
membantu,5,2026-07-08 02:25:05,membantu,membantu,membantu,0,0,0,0,membantu||membantu,positif
mantap,5,2026-07-07 22:38:47,mantap,mantap,mantap,0,0,0,0,mantap||mantap,positif
Nyaman damai memuaskan,5,2026-07-07 20:15:38,Nyaman damai memuaskan,nyaman damai memuaskan,nyaman damai memuaskan,0,0,0,0,Nyaman damai memuaskan||nyaman damai memuaskan,positif
"apps gak jelas, otp nya absurd",1,2026-07-07 19:31:18,apps gak jelas otp nya absurd,apps gak jelas otp nya absurd,apps tidak jelas otp nya absurd,0,1,0,0,"apps gak jelas, otp nya absurd||apps tidak jelas otp nya absurd",negatif
aplikasi accsess by kai ini is very good..bintang 5,5,2026-07-07 16:00:42,aplikasi accsess by kai ini is very good bintang,aplikasi accsess by kai ini is very good bintang,aplikasi accsess by kai ini is very good bintang,0,0,0,1,aplikasi accsess by kai ini is very good..bintang 5||aplikasi accsess by kai ini is very good bintang,positif
"Booking train tickets in Indonesia has never been easier. The app is fast, canceling or rescheduling tickets is a breeze, and the digital boarding pass is so convenient",5,2026-07-07 13:09:08,Booking train tickets in Indonesia has never been easier The app is fast canceling or rescheduling tickets is a breeze and the digital boarding pass is so convenient,booking train tickets in indonesia has never been easier the app is fast canceling or rescheduling tickets is a breeze and the digital boarding pass is so convenient,booking train tickets in indonesia has never been easier the app is fast canceling or rescheduling tickets is a breeze and the digital boarding pass is so convenient,0,1,0,0,"Booking train tickets in Indonesia has never been easier. The app is fast, canceling or rescheduling tickets is a breeze, and the digital boarding pass is so convenient||booking train tickets in indonesia has never been easier the app is fast canceling or rescheduling tickets is a breeze and the digital boarding pass is so convenient",negatif
"jelek ga bisa pilih urutkan tiket harga tertinggi terendah, cuma bisa settingan default ,,, pluanya cuma tambahan cek fasilitas doang ,apaaan ini diupdate malah rusak fiturnya , cepetan dibenerin hei programer",2,2026-07-07 13:07:49,jelek ga bisa pilih urutkan tiket harga tertinggi terendah cuma bisa settingan default pluanya cuma tambahan cek fasilitas doang apaaan ini diupdate malah rusak fiturnya cepetan dibenerin hei programer,jelek ga bisa pilih urutkan tiket harga tertinggi terendah cuma bisa settingan default pluanya cuma tambahan cek fasilitas doang apaaan ini diupdate malah rusak fiturnya cepetan dibenerin hei programer,jelek tidak bisa pilih urutkan tiket harga tertinggi terendah cuma bisa settingan default pluanya cuma tambahan cek fasilitas doang apaaan ini diupdate malah rusak fiturnya cepetan dibenerin hei programer,1,1,0,0,"jelek ga bisa pilih urutkan tiket harga tertinggi terendah, cuma bisa settingan default ,,, pluanya cuma tambahan cek fasilitas doang ,apaaan ini diupdate malah rusak fiturnya , cepetan dibenerin hei programer||jelek tidak bisa pilih urutkan tiket harga tertinggi terendah cuma bisa settingan default pluanya cuma tambahan cek fasilitas doang apaaan ini diupdate malah rusak fiturnya cepetan dibenerin hei programer",negatif
app tidak bisa di gunakan untuk pesan tiket dan tidak bisa diupdate,1,2026-07-07 12:50:38,app tidak bisa di gunakan untuk pesan tiket dan tidak bisa diupdate,app tidak bisa di gunakan untuk pesan tiket dan tidak bisa diupdate,app tidak bisa di gunakan untuk pesan tiket dan tidak bisa diupdate,1,1,0,0,app tidak bisa di gunakan untuk pesan tiket dan tidak bisa diupdate||app tidak bisa di gunakan untuk pesan tiket dan tidak bisa diupdate,negatif
"kenapa jadwal kereta selalu aja eror ""tdk ada jadwal kereta"" dan apl nya harus ditutup baru dibuka setelah berjam² biar bisa liat jadwal kereta lagi? pliss🙏🏻🙏🏻 ini bukan sekali/dua kali nya😭",3,2026-07-07 11:11:11,kenapa jadwal kereta selalu aja eror tdk ada jadwal kereta dan apl nya harus ditutup baru dibuka setelah berjam² biar bisa liat jadwal kereta lagi pliss ini bukan sekali dua kali nya,kenapa jadwal kereta selalu aja eror tdk ada jadwal kereta dan apl nya harus ditutup baru dibuka setelah berjam² biar bisa liat jadwal kereta lagi pliss ini bukan sekali dua kali nya,kenapa jadwal kereta selalu saja eror tidak ada jadwal kereta dan apl nya harus ditutup baru dibuka setelah berjam² biar bisa liat jadwal kereta lagi pliss ini bukan sekali dua kali nya,1,0,1,0,"kenapa jadwal kereta selalu aja eror ""tdk ada jadwal kereta"" dan apl nya harus ditutup baru dibuka setelah berjam² biar bisa liat jadwal kereta lagi? pliss🙏🏻🙏🏻 ini bukan sekali/dua kali nya😭||kenapa jadwal kereta selalu saja eror tidak ada jadwal kereta dan apl nya harus ditutup baru dibuka setelah berjam² biar bisa liat jadwal kereta lagi pliss ini bukan sekali dua kali nya",negatif
bagus,5,2026-07-07 11:06:42,bagus,bagus,bagus,0,0,0,0,bagus||bagus,positif
mantab,5,2026-07-07 11:02:49,mantab,mantab,mantab,0,0,0,0,mantab||mantab,positif
fast respon,5,2026-07-07 10:23:40,fast respon,fast respon,fast respon,0,0,0,0,fast respon||fast respon,positif
"MAKIN SINI APLIKASI MAKIN GA JELAS. MAU LUPA PASWORD,LAMA MASUK KE KOTAK MASUKNYA. TERUS PAS ADA MASUK,CODE SALAH HARUS NGULANG. SEKARANG UDAH GANTI PASWORD,GA BISA MASUK. MALAH DIKUNCI 1JAM,DAH NUNGGU 1JAM GABISA JUGA... EMANG KONTTTTTTT",1,2026-07-07 10:12:49,MAKIN SINI APLIKASI MAKIN GA JELAS MAU LUPA PASWORD LAMA MASUK KE KOTAK MASUKNYA TERUS PAS ADA MASUK CODE SALAH HARUS NGULANG SEKARANG UDAH GANTI PASWORD GA BISA MASUK MALAH DIKUNCI JAM DAH NUNGGU JAM GABISA JUGA EMANG KONTTTTTTT,makin sini aplikasi makin ga jelas mau lupa pasword lama masuk ke kotak masuknya terus pas ada masuk code salah harus ngulang sekarang udah ganti pasword ga bisa masuk malah dikunci jam dah nunggu jam gabisa juga emang konttttttt,makin sini aplikasi makin tidak jelas mau lupa pasword lama masuk ke kotak masuknya terus pas ada masuk code salah harus ngulang sekarang sudah ganti pasword tidak bisa masuk malah dikunci jam dah nunggu jam gabisa juga emang konttttttt,1,0,0,0,"MAKIN SINI APLIKASI MAKIN GA JELAS. MAU LUPA PASWORD,LAMA MASUK KE KOTAK MASUKNYA. TERUS PAS ADA MASUK,CODE SALAH HARUS NGULANG. SEKARANG UDAH GANTI PASWORD,GA BISA MASUK. MALAH DIKUNCI 1JAM,DAH NUNGGU 1JAM GABISA JUGA... EMANG KONTTTTTTT||makin sini aplikasi makin tidak jelas mau lupa pasword lama masuk ke kotak masuknya terus pas ada masuk code salah harus ngulang sekarang sudah ganti pasword tidak bisa masuk malah dikunci jam dah nunggu jam gabisa juga emang konttttttt",negatif
disaat buka access kai harus update.. stelah update justru aplikasi yang lama hilang. Sebenarnya access kai yg lama sangat membantu tuk mempercepat pesanan tiket ka yang dituju,5,2026-07-07 08:16:13,disaat buka access kai harus update stelah update justru aplikasi yang lama hilang Sebenarnya access kai yg lama sangat membantu tuk mempercepat pesanan tiket ka yang dituju,disaat buka access kai harus update stelah update justru aplikasi yang lama hilang sebenarnya access kai yg lama sangat membantu tuk mempercepat pesanan tiket ka yang dituju,disaat buka access kai harus update stelah update justru aplikasi yang lama hilang sebenarnya access kai yang lama sangat membantu tuk mempercepat pesanan tiket ka yang dituju,1,1,0,0,disaat buka access kai harus update.. stelah update justru aplikasi yang lama hilang. Sebenarnya access kai yg lama sangat membantu tuk mempercepat pesanan tiket ka yang dituju||disaat buka access kai harus update stelah update justru aplikasi yang lama hilang sebenarnya access kai yang lama sangat membantu tuk mempercepat pesanan tiket ka yang dituju,negatif
jos jis,5,2026-07-07 08:04:14,jos jis,jos jis,jos jis,0,0,0,0,jos jis||jos jis,positif
sudah coba berulang kali mendaftar akun tetapi selalu tidak bisa,1,2026-07-07 07:56:45,sudah coba berulang kali mendaftar akun tetapi selalu tidak bisa,sudah coba berulang kali mendaftar akun tetapi selalu tidak bisa,sudah coba berulang kali mendaftar akun tetapi selalu tidak bisa,1,0,0,1,sudah coba berulang kali mendaftar akun tetapi selalu tidak bisa||sudah coba berulang kali mendaftar akun tetapi selalu tidak bisa,negatif
"saya telah melakukan pembatalan tiket, dan telah menanggung pemotongan biaya pembatalan tiket sebesar 25%, apakah pihak KAI tidak bisa lebih responsif dan tanggap untuk menindaklanjuti pengembalian dana kepada pelanggan?",2,2026-07-07 06:57:45,saya telah melakukan pembatalan tiket dan telah menanggung pemotongan biaya pembatalan tiket sebesar apakah pihak KAI tidak bisa lebih responsif dan tanggap untuk menindaklanjuti pengembalian dana kepada pelanggan,saya telah melakukan pembatalan tiket dan telah menanggung pemotongan biaya pembatalan tiket sebesar apakah pihak kai tidak bisa lebih responsif dan tanggap untuk menindaklanjuti pengembalian dana kepada pelanggan,saya telah melakukan pembatalan tiket dan telah menanggung pemotongan biaya pembatalan tiket sebesar apakah pihak kai tidak bisa lebih responsif dan tanggap untuk menindaklanjuti pengembalian dana kepada pelanggan,1,1,0,0,"saya telah melakukan pembatalan tiket, dan telah menanggung pemotongan biaya pembatalan tiket sebesar 25%, apakah pihak KAI tidak bisa lebih responsif dan tanggap untuk menindaklanjuti pengembalian dana kepada pelanggan?||saya telah melakukan pembatalan tiket dan telah menanggung pemotongan biaya pembatalan tiket sebesar apakah pihak kai tidak bisa lebih responsif dan tanggap untuk menindaklanjuti pengembalian dana kepada pelanggan",negatif
"Aplikasi udah keren, tapi pengelolaan Aplikasinya yg masih kuno seperti zaman daholak,,mosok akun yg udah digunakan selama 5 tahun, tapi pas gitu mau masuk pintu kereta petugas masih minta tunjuki KTP yg Asli,woi KAI kau kok masih ketinggalan jauh ama kereta di cina, sana pergi ke cina lagi belajar.",2,2026-07-07 06:15:33,Aplikasi udah keren tapi pengelolaan Aplikasinya yg masih kuno seperti zaman daholak mosok akun yg udah digunakan selama tahun tapi pas gitu mau masuk pintu kereta petugas masih minta tunjuki KTP yg Asli woi KAI kau kok masih ketinggalan jauh ama kereta di cina sana pergi ke cina lagi belajar,aplikasi udah keren tapi pengelolaan aplikasinya yg masih kuno seperti zaman daholak mosok akun yg udah digunakan selama tahun tapi pas gitu mau masuk pintu kereta petugas masih minta tunjuki ktp yg asli woi kai kau kok masih ketinggalan jauh ama kereta di cina sana pergi ke cina lagi belajar,aplikasi sudah keren tapi pengelolaan aplikasinya yang masih kuno seperti zaman daholak mosok akun yang sudah digunakan selama tahun tapi pas gitu mau masuk pintu kereta petugas masih minta tunjuki ktp yang asli woi kai kau kok masih ketinggalan jauh ama kereta di cina sana pergi ke cina lagi belajar,1,0,1,1,"Aplikasi udah keren, tapi pengelolaan Aplikasinya yg masih kuno seperti zaman daholak,,mosok akun yg udah digunakan selama 5 tahun, tapi pas gitu mau masuk pintu kereta petugas masih minta tunjuki KTP yg Asli,woi KAI kau kok masih ketinggalan jauh ama kereta di cina, sana pergi ke cina lagi belajar.||aplikasi sudah keren tapi pengelolaan aplikasinya yang masih kuno seperti zaman daholak mosok akun yang sudah digunakan selama tahun tapi pas gitu mau masuk pintu kereta petugas masih minta tunjuki ktp yang asli woi kai kau kok masih ketinggalan jauh ama kereta di cina sana pergi ke cina lagi belajar",negatif
